ICD,Protein,Protein_PPI,Protein_Num,Protein_PPI_Num
203,"[4609, 2052, 1029, 1031, 407048, 9, 2067, 3606, 6678, 3105, 100506658, 6722, 9290, 4170, 79949, 3662, 595, 596, 598, 8797, 6750, 57448, 5743, 5744, 5243, 200315, 10370, 142, 2194, 664, 10395, 54431, 672, 673, 9891, 6648, 3757, 26799, 2740, 694, 57016, 170680, 1728, 196, 54986, 6347, 5329, 2261, 3297, 9446, 7403, 4846, 3315, 7421, 7422, 10495, 3845, 7442, 4893, 112939, 389421, 823, 2878, 3397, 330, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 3440, 692088, 6528, 406918, 54663, 2952, 3981, 8091, 1436, 1437, 1440, 942, 1969, 406979, 23492, 23495, 472, 4057, 3553, 23526, 3558, 4582, 23532, 7150, 3569, 51185, 10232]","[4609, 2052, 1029, 1031, 9, 2067, 6678, 3606, 3105, 100506658, 6722, 4170, 9290, 79949, 3662, 595, 596, 598, 8797, 6750, 57448, 5743, 5744, 5243, 200315, 10370, 142, 2194, 664, 10395, 54431, 672, 673, 9891, 6648, 3757, 26799, 2740, 694, 170680, 57016, 1728, 196, 54986, 6347, 5329, 2261, 3297, 9446, 7403, 4846, 3315, 7421, 7422, 10495, 3845, 7442, 4893, 112939, 389421, 823, 2878, 3397, 330, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 3440, 692088, 6528, 54663, 2952, 3981, 8091, 1436, 1437, 1440, 942, 1969, 23492, 23495, 472, 4057, 3553, 23526, 4582, 3558, 23532, 7150, 3569, 51185, 10232]",103,100
204,"[4609, 1029, 9, 100048912, 2067, 3606, 100506658, 57379, 8233, 115761, 6209, 6722, 581, 7750, 9290, 2122, 79949, 3662, 10320, 595, 596, 8792, 604, 8797, 6750, 3676, 57448, 8302, 5743, 5243, 200315, 9855, 641, 10370, 7307, 81037, 2194, 10395, 54431, 672, 673, 6648, 5290, 3757, 26799, 2740, 695, 57016, 4794, 1728, 6850, 196, 25797, 4297, 5329, 5336, 3297, 9446, 7403, 4846, 4851, 5366, 29949, 7422, 10495, 7421, 3845, 25865, 7442, 22806, 6427, 28444, 10019, 112939, 389421, 5934, 5423, 823, 25913, 90427, 2878, 11073, 3397, 330, 1869, 847, 11262, 5465, 7514, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 7037, 6528, 406918, 54663, 2952, 3981, 5527, 8600, 921, 406935, 8091, 1436, 23451, 406937, 5027, 3500, 4524, 1969, 26034, 29125, 472, 4057, 3553, 4066, 23526, 3558, 51176, 7150, 3569, 7157, 10232, 55289, 64506, 23547, 55294]","[4609, 1029, 9, 2067, 3606, 100506658, 57379, 8233, 115761, 6209, 6722, 581, 7750, 2122, 9290, 79949, 3662, 10320, 595, 596, 8792, 3676, 604, 8797, 6750, 57448, 8302, 5743, 5243, 200315, 9855, 641, 10370, 7307, 81037, 2194, 10395, 54431, 672, 673, 5290, 3757, 26799, 2740, 695, 57016, 4794, 1728, 6850, 196, 25797, 4297, 5329, 5336, 3297, 9446, 7403, 4846, 4851, 5366, 7421, 7422, 10495, 29949, 3845, 25865, 7442, 22806, 10232, 6427, 10019, 112939, 389421, 5934, 5423, 823, 25913, 90427, 2878, 11073, 3397, 330, 1869, 847, 11262, 5465, 7514, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 7037, 6528, 54663, 2952, 3981, 5527, 8600, 921, 406937, 23451, 1436, 8091, 5027, 3500, 4524, 1969, 26034, 29125, 472, 4057, 3553, 4066, 23526, 3558, 51176, 7150, 3569, 7157, 6648, 64506, 23547, 55294]",133,128
205,"[4609, 339970, 2052, 1029, 54790, 9, 3082, 171023, 2067, 4629, 5142, 83990, 2072, 25, 1050, 3606, 1052, 6678, 2078, 27161, 7200, 5657, 100506658, 6688, 7204, 5159, 8743, 10801, 8243, 60468, 23092, 378938, 11326, 2624, 6722, 5187, 53826, 2120, 23624, 9290, 2122, 3659, 79949, 1612, 7249, 596, 3161, 8797, 6750, 55904, 54880, 613, 57448, 8301, 5743, 7280, 113, 2672, 8821, 6774, 5243, 200315, 30845, 2175, 2176, 2177, 10370, 2178, 641, 3205, 1665, 6279, 3716, 4233, 6281, 2187, 2188, 2189, 7307, 51341, 58508, 8847, 2194, 81552, 5781, 10395, 4763, 7837, 54431, 8863, 672, 673, 8864, 10919, 3757, 26799, 2740, 57016, 5817, 6840, 5819, 1728, 3265, 4291, 196, 10437, 4297, 55500, 5329, 10459, 3297, 2274, 51428, 9446, 3815, 4330, 7403, 3309, 4846, 240, 3315, 1269, 4853, 1788, 7421, 7422, 10495, 5885, 5888, 5889, 768, 2308, 3845, 4869, 6919, 23305, 3717, 7442, 2322, 10232, 4893, 11040, 10019, 80169, 112939, 389421, 302, 6446, 307, 308, 309, 51510, 6455, 4916, 822, 823, 824, 2878, 55102, 4928, 7490, 64324, 3397, 3398, 51527, 840, 332, 1869, 847, 55120, 5457, 8021, 1880, 5465, 3417, 3418, 7516, 7001, 8028, 861, 3934, 57697, 862, 355, 864, 865, 6502, 867, 7528, 868, 1386, 1387, 7015, 2923, 9582, 366, 3440, 5997, 1902, 79727, 79728, 11122, 692088, 894, 1407, 6528, 1408, 406918, 54663, 2950, 2952, 10634, 10125, 26511, 29072, 406, 1432, 2969, 8091, 1436, 1437, 23451, 1440, 1441, 29089, 928, 11168, 9126, 8623, 51119, 55215, 1969, 945, 26040, 81848, 9145, 1978, 55740, 4026, 3005, 1471, 3006, 960, 6603, 55252, 1495, 472, 4057, 3553, 481, 4066, 3558, 23526, 1512, 2026, 23532, 7150, 10735, 84464, 375790, 1522, 1523, 2033, 7155, 7157, 4599, 6648, 3066, 1021, 79870]","[4609, 2052, 1029, 54790, 9, 3082, 171023, 2067, 4629, 83990, 6678, 3606, 25, 1050, 27161, 1052, 2072, 2078, 5657, 6688, 7200, 100506658, 7204, 5159, 8743, 10801, 8243, 60468, 23092, 11326, 2624, 6722, 5187, 53826, 23624, 2120, 2122, 3659, 1612, 9290, 79949, 7249, 596, 3161, 8797, 6750, 54880, 55904, 613, 57448, 8301, 5743, 2672, 7280, 113, 8821, 6774, 5243, 200315, 30845, 2175, 2176, 2177, 2178, 1665, 3716, 3717, 641, 6279, 3205, 4233, 6281, 7307, 2188, 2189, 51341, 2187, 58508, 81552, 2194, 5781, 4763, 10395, 7837, 54431, 672, 673, 8864, 8863, 10919, 3757, 26799, 2740, 6840, 5817, 57016, 5819, 1728, 3265, 4291, 196, 10437, 4297, 55500, 5329, 10459, 3297, 2274, 51428, 9446, 3815, 4330, 7403, 3309, 4846, 240, 3315, 4853, 1269, 1788, 7421, 5885, 7422, 5888, 5889, 10495, 768, 2308, 3845, 4869, 6919, 23305, 5142, 2322, 7442, 10232, 4893, 11040, 10019, 80169, 112939, 389421, 6446, 302, 3418, 307, 4916, 309, 51510, 823, 308, 6455, 824, 822, 2878, 55102, 4928, 7490, 64324, 3397, 3398, 51527, 840, 332, 1869, 847, 55120, 5457, 8021, 1880, 5465, 3417, 7001, 8028, 861, 3934, 862, 864, 57697, 865, 867, 355, 868, 6502, 7015, 7528, 1386, 2923, 1387, 5997, 1902, 79727, 366, 9582, 79728, 11122, 3440, 692088, 894, 1407, 1408, 6528, 2950, 54663, 2952, 10634, 10125, 26511, 29072, 406, 1432, 2969, 23451, 1436, 1437, 8091, 11168, 29089, 1441, 928, 1440, 9126, 55215, 8623, 945, 1969, 51119, 7516, 81848, 26040, 4026, 9145, 55740, 3005, 3006, 1471, 960, 1978, 6603, 10370, 55252, 1495, 472, 4057, 3553, 4066, 481, 23526, 3558, 1512, 2026, 23532, 7150, 10735, 84464, 2033, 1522, 7155, 1523, 7157, 375790, 4599, 6648, 3066, 1021, 79870]",270,266
206,"[4609, 1029, 9, 2067, 3606, 83990, 2072, 27161, 1050, 6688, 100506658, 8243, 6722, 9290, 2122, 79949, 8797, 6750, 55904, 57448, 5743, 5243, 200315, 2175, 2176, 641, 10370, 2178, 2177, 2187, 2188, 2189, 2194, 10395, 54431, 672, 6648, 3757, 26799, 2740, 57016, 1728, 196, 4297, 5329, 10459, 3297, 9446, 7403, 4846, 1788, 5885, 7421, 7422, 5888, 5889, 10495, 3845, 7442, 80169, 112939, 389421, 823, 2878, 55102, 3397, 51527, 1869, 847, 55120, 5465, 7001, 7516, 3934, 57697, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 79728, 692088, 6528, 406918, 54663, 2952, 8091, 1436, 29089, 9126, 51119, 55215, 1969, 26040, 6603, 472, 4057, 3553, 23526, 3558, 7150, 10735, 84464, 7155, 10232, 3066]","[4609, 1029, 9, 2067, 83990, 3606, 2072, 27161, 1050, 6688, 100506658, 8243, 6722, 2122, 9290, 79949, 8797, 6750, 55904, 57448, 5743, 5243, 200315, 2175, 2176, 2177, 2178, 641, 10370, 2187, 2188, 2189, 2194, 10395, 54431, 672, 6648, 3757, 26799, 2740, 57016, 1728, 196, 4297, 5329, 10459, 3297, 9446, 7403, 4846, 1788, 7421, 5885, 10495, 5888, 5889, 7422, 3845, 7442, 80169, 112939, 389421, 823, 2878, 55102, 3397, 51527, 1869, 847, 55120, 5465, 7001, 7516, 3934, 57697, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 79728, 692088, 6528, 54663, 2952, 8091, 1436, 29089, 9126, 55215, 51119, 1969, 26040, 6603, 472, 4057, 3553, 23526, 3558, 7150, 10735, 84464, 7155, 10232, 3066]",108,107
207,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 3718, 10892, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 2623, 1728, 6722, 196, 3397, 9290, 332, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3039, 3297, 3553, 3043, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3815, 9582, 5743, 79727, 3558, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 3718, 2952, 9, 10892, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 2623, 1728, 6722, 196, 3397, 9290, 332, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 3039, 6750, 3297, 3553, 3043, 6502, 7015, 23526, 7528, 57448, 2923, 3815, 3558, 7150, 79727, 4846, 1386, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",75,74
208,"[4609, 1029, 9, 8202, 2067, 3606, 83990, 7704, 25, 1050, 2078, 100506658, 8743, 115761, 2099, 23092, 572, 2623, 6722, 9290, 4683, 79949, 10320, 595, 28755, 8797, 6750, 5728, 10848, 55904, 613, 57448, 8301, 5743, 6774, 54904, 6777, 8314, 5243, 200315, 2175, 2176, 8833, 641, 10370, 2177, 2178, 3717, 8837, 2188, 2189, 2194, 728724, 5781, 4763, 10395, 54431, 672, 3233, 673, 4255, 3240, 6648, 3757, 8877, 26799, 2740, 57016, 1728, 196, 2246, 4297, 5329, 10962, 55512, 3297, 5347, 6886, 6887, 3815, 9446, 7403, 4846, 57591, 5371, 10492, 7421, 7422, 10495, 2305, 4869, 3845, 54541, 2322, 7442, 4893, 112939, 389421, 823, 4926, 2878, 7490, 23365, 3397, 329, 330, 1869, 847, 8021, 5465, 8028, 861, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 366, 367, 692088, 6528, 2944, 406918, 54663, 2952, 2956, 3981, 26511, 29072, 405, 8091, 1436, 1441, 5027, 5551, 1969, 4026, 5590, 472, 4057, 3553, 23526, 3558, 23532, 7150, 10735, 7153, 10232]","[4609, 1029, 9, 8202, 2067, 83990, 3606, 7704, 25, 1050, 2078, 100506658, 8743, 115761, 2099, 23092, 572, 2623, 6722, 9290, 4683, 79949, 10320, 595, 28755, 8797, 6750, 5728, 10848, 55904, 613, 57448, 8301, 5743, 6774, 54904, 6777, 8314, 5243, 200315, 2175, 2176, 2177, 2178, 641, 8833, 8837, 3717, 10370, 2188, 2189, 2194, 5781, 4763, 10395, 4255, 672, 673, 54431, 3233, 3240, 3757, 8877, 26799, 2740, 57016, 1728, 196, 2246, 4297, 5329, 10962, 55512, 3297, 5347, 6886, 3815, 6887, 9446, 7403, 4846, 57591, 5371, 10492, 7421, 7422, 10495, 2305, 3845, 4869, 54541, 2322, 7442, 10232, 4893, 112939, 389421, 823, 2878, 4926, 7490, 23365, 3397, 329, 330, 1869, 847, 8021, 5465, 8028, 861, 3934, 6502, 7015, 7528, 1386, 2923, 366, 367, 79727, 9582, 692088, 2944, 6528, 54663, 2952, 2956, 3981, 26511, 29072, 405, 8091, 1436, 1441, 5027, 5551, 1969, 4026, 5590, 472, 4057, 3553, 23526, 3558, 23532, 7150, 10735, 7153, 6648]",151,149
209,"[4609, 1027, 1029, 9, 2067, 3606, 100506658, 546, 6722, 9290, 79949, 1616, 8797, 6750, 6751, 6752, 6753, 57448, 5743, 5744, 8314, 5243, 200315, 4221, 10370, 7298, 2194, 10395, 54431, 672, 673, 3757, 26799, 2740, 57016, 1728, 196, 5329, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 7442, 10232, 112939, 389421, 823, 2878, 3397, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 406918, 54663, 2952, 8091, 1436, 1969, 472, 4057, 3553, 23526, 3558, 7150, 6648]","[4609, 1027, 1029, 9, 2067, 3606, 546, 100506658, 6722, 9290, 79949, 1616, 8797, 6750, 6751, 6752, 6753, 57448, 5743, 5744, 8314, 200315, 5243, 4221, 7298, 10370, 2194, 10395, 54431, 672, 673, 6648, 3757, 26799, 2740, 57016, 1728, 196, 5329, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 7442, 112939, 389421, 823, 2878, 3397, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 54663, 2952, 8091, 1436, 1969, 472, 4057, 3553, 23526, 3558, 7150, 10232]",79,78
210,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
211,"[4609, 1029, 9, 2064, 2065, 2067, 3606, 51741, 545, 100506658, 5157, 6722, 9290, 3659, 79949, 8797, 6750, 1630, 57448, 5743, 8312, 8313, 5243, 200315, 10370, 4233, 657, 2194, 10395, 54431, 672, 673, 51366, 6648, 5290, 3757, 26799, 2740, 57016, 1728, 4292, 196, 5329, 2263, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 6927, 7442, 5395, 1316, 112939, 389421, 5426, 823, 2878, 324, 3397, 841, 843, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 406918, 54663, 2952, 7048, 3482, 8091, 1436, 6049, 1956, 11178, 1969, 472, 4057, 1499, 3553, 23526, 3558, 999, 7150, 4595, 7157, 10232, 4089]","[4609, 1029, 9, 2064, 2065, 2067, 3606, 51741, 545, 100506658, 5157, 6722, 9290, 3659, 79949, 8797, 1630, 6750, 57448, 5743, 8312, 8313, 5243, 200315, 10370, 4233, 657, 2194, 10395, 54431, 672, 673, 51366, 6648, 5290, 3757, 26799, 2740, 57016, 1728, 4292, 196, 5329, 2263, 3297, 9446, 7403, 4846, 7421, 7422, 10495, 3845, 6927, 7442, 5395, 1316, 112939, 389421, 5426, 823, 2878, 324, 3397, 841, 843, 1869, 847, 5465, 3934, 6502, 7015, 7528, 1386, 2923, 9582, 79727, 692088, 6528, 54663, 7048, 2952, 3482, 8091, 1436, 6049, 1956, 11178, 1969, 472, 4057, 1499, 3553, 23526, 999, 3558, 7150, 4595, 7157, 10232, 4089]",101,100
212,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
213,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 2778, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 2778, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",69,68
214,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 4026, 2878, 1728, 6722, 196, 3397, 9290, 201163, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 5728, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 8314, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 4026, 2878, 1728, 6722, 196, 3397, 9290, 201163, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 5728, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 8314, 5243, 7421, 7422, 10495]",72,71
215,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 4626, 2067, 7442, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 5573, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 4626, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 5573, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",70,69
216,"[6528, 4609, 10370, 1540, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 1499, 8797, 3934, 6750, 4193, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 7157, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 1540, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 1499, 200315, 8797, 3934, 6750, 3297, 3553, 4193, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 7157, 6648, 5243, 7421, 7422, 10495]",72,71
217,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
218,"[6528, 4609, 10370, 3845, 1029, 81029, 406918, 9, 54663, 5243, 2952, 7442, 2067, 2194, 3606, 6422, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 3624, 6648, 112939, 389421, 3757, 26799, 1969, 2099, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 7249, 5329, 692088, 472, 5465, 4057, 8797, 3934, 6750, 2271, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 4088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 81029, 2194, 2067, 7442, 3606, 6422, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 6648, 3624, 112939, 3757, 389421, 26799, 1969, 2099, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 7249, 692088, 472, 5465, 4057, 200315, 8797, 3934, 2271, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 4088, 5243, 7421, 7422, 10495]",75,74
219,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
220,"[6528, 4609, 10370, 3845, 1029, 406918, 54663, 9, 2952, 5243, 7442, 2067, 2194, 3606, 10232, 8091, 1436, 10395, 54431, 672, 100506658, 9446, 6648, 112939, 389421, 3757, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 472, 5465, 4057, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 57448, 7528, 1386, 2923, 23526, 3558, 9582, 5743, 79727, 7403, 4846, 7150, 692088, 200315, 7421, 7422, 10495]","[6528, 4609, 10370, 3845, 1029, 54663, 2952, 9, 2194, 2067, 7442, 3606, 10232, 10395, 1436, 8091, 54431, 672, 100506658, 9446, 112939, 3757, 389421, 26799, 1969, 2740, 823, 57016, 2878, 1728, 6722, 196, 3397, 9290, 1869, 79949, 847, 5329, 692088, 472, 5465, 4057, 200315, 8797, 3934, 6750, 3297, 3553, 6502, 7015, 23526, 7528, 57448, 2923, 3558, 1386, 7150, 79727, 4846, 5743, 9582, 7403, 6648, 5243, 7421, 7422, 10495]",68,67
